Change Order | 89480 | - | RT-50003308 | IT-50017116 | Approve | doug.hewitt | Accept - Change Owner
Change Order | 89652 | - | RT-40007339 | IT-40036295 | Approve | jason.richmond | Accept - Update TLC Effective Date / TLC System Administrator
Change Order | 89652 | - | RT-40007339 | IT-40036296 | Approve | jason.richmond | Accept - Scrap Associate
Change Order | 89652 | - | RT-40007339 | IT-40036299 | Approve | jason.richmond | Accept - EM Supervisor
Change Order | 89652 | - | RT-40007339 | IT-40036300 | Approve | jason.richmond | Accept - Change Owner
Change Order | 89652 | - | RT-40007339 | IT-40036298 | Approve | jason.richmond | Accept - Planned
Change Order | 89652 | - | RT-40007339 | IT-40036292 | Approve | jason.richmond | Accept - Buyer / Planner
Change Order | 91483 | - | RT-60005851 | IT-60031686 |  | amy.brown | Accept - Change Owner
Change Order | 91483 | - | RT-60005850 | IT-60031683 | Approve | amy.brown | Approved - Configuration Manager
Change Order | 91483 | - | RT-60005850 | IT-60031685 | Approve | amy.brown | Approved - Regulatory
Change Order | 91483 | - | RT-60005850 | IT-60031684 | Approve | amy.brown | Approved - Originator
Change Order | 91303 | - | RT-50001157 | IT-50006119 | Approve | jennifer.seagraves | Approved - SQE
Change Order | 91303 | - | RT-50001157 | IT-50006120 | Approve | jennifer.seagraves | Approved - Configuration Manager
Change Order | 91303 | - | RT-50001157 | IT-50006118 | Approve | jennifer.seagraves | Approved - Originator
Change Order | 91303 | - | RT-50001157 | IT-50006117 | Approve | jennifer.seagraves | Approved - Regulatory
Change Order | 91303 | - | RT-50001158 | IT-50006121 |  | jennifer.seagraves | Accept - Buyer
Change Order | 91303 | - | RT-50001158 | IT-50006123 |  | jennifer.seagraves | Accept - Change Owner
Change Order | 91303 | - | RT-50001158 | IT-50006122 |  | jennifer.seagraves | Accept - SQE
Change Order | 91210 | - | RT-60003588 | IT-60018791 | Approve | jennifer.seagraves | Approved - Originator
Change Order | 91210 | - | RT-60003588 | IT-60018790 | Approve | jennifer.seagraves | Approved - Configuration Manager
Change Order | 91210 | - | RT-60003588 | IT-60018789 | Approve | jennifer.seagraves | Approved - Regulatory
Change Order | 91210 | - | RT-60003589 | IT-60018798 |  | jennifer.seagraves | Implement - Configuration Manager
Change Order | 91210 | - | RT-60003589 | IT-60018792 | Approve | jennifer.seagraves | Accept - Planned
Change Order | 91210 | - | RT-60003589 | IT-60018793 | Approve | jennifer.seagraves | Accept - EM Supervisor
Change Order | 91210 | - | RT-60003589 | IT-60018795 |  | jennifer.seagraves | Implement - Change Owner
Change Order | 91210 | - | RT-60003589 | IT-60018796 | Approve | jennifer.seagraves | Implement - Project Manager
Change Order | 91210 | - | RT-60003589 | IT-60018794 | Approve | jennifer.seagraves | Accept - Change Owner
Change Order | 91210 | - | RT-60003589 | IT-60018797 | Approve | jennifer.seagraves | Implement - SME
Change Order | 89474 | - | RT-50000986 | IT-50005206 | Approve | jennifer.seagraves | Approved - Configuration Manager
Change Order | 89474 | - | RT-50000986 | IT-50005203 | Approve | jennifer.seagraves | Approved - CAD
Change Order | 89474 | - | RT-50000986 | IT-50005205 | Approve | jennifer.seagraves | Approved - Technical Content Drawing Approver
Change Order | 89474 | - | RT-50000986 | IT-50005204 | Approve | jennifer.seagraves | Approved - Training
Change Order | 89474 | - | RT-50000986 | IT-50005208 | Approve | jennifer.seagraves | Approved - Regulatory
Change Order | 89474 | - | RT-50000986 | IT-50005210 | Approve | jennifer.seagraves | Approved - SQE
Change Order | 89474 | - | RT-50000986 | IT-50005207 | Approve | jennifer.seagraves | Approved - Originator
Change Order | 89474 | - | RT-50000986 | IT-50005209 | Approve | jennifer.seagraves | Approved - Graphics
Change Order | 89474 | - | RT-50000987 | IT-50005224 |  | jennifer.seagraves | Implement - Training
Change Order | 89474 | - | RT-50000987 | IT-50005223 | Approve | jennifer.seagraves | Implement - Graphics
Change Order | 89474 | - | RT-50000987 | IT-50005226 |  | jennifer.seagraves | Implement - Service Supervisor
Change Order | 89474 | - | RT-50000987 | IT-50005225 | Approve | jennifer.seagraves | Implement - Scrap Associate
Change Order | 89474 | - | RT-50000987 | IT-50005230 | Approve | jennifer.seagraves | Accept - EM Supervisor
Change Order | 89474 | - | RT-50000987 | IT-50005228 |  | jennifer.seagraves | Implement - Supervisor, Quality Assurance
Change Order | 89474 | - | RT-50000987 | IT-50005231 | Approve | jennifer.seagraves | Accept - Planned
Change Order | 89474 | - | RT-50000987 | IT-50005229 | Approve | jennifer.seagraves | Implement - Operations Engineering
Change Order | 89474 | - | RT-50000987 | IT-50005227 | Approve | jennifer.seagraves | Implement - Buyer
Change Order | 89474 | - | RT-50000987 | IT-50005236 | Approve | jennifer.seagraves | Accept - Service Supervisor
Change Order | 89474 | - | RT-50000987 | IT-50005232 | Approve | jennifer.seagraves | Accept - Change Owner
Change Order | 89474 | - | RT-50000987 | IT-50005233 | Approve | jennifer.seagraves | Accept - Planner / Buyer
Change Order | 89474 | - | RT-50000987 | IT-50005235 | Approve | jennifer.seagraves | Accept - Scrap Associate
Change Order | 89474 | - | RT-50000987 | IT-50005234 | Approve | jennifer.seagraves | Accept - Operations Engineering
Change Order | 89474 | - | RT-50000987 | IT-50005211 | Approve | jennifer.seagraves | Accept - Buyer
Change Order | 89474 | - | RT-50000987 | IT-50005222 | Approve | jennifer.seagraves | Accept - Updated TLC Effective Date / TLC System Admin.
Change Order | 89474 | - | RT-50000987 | IT-50005214 | Approve | jennifer.seagraves | Implement - Buyer
Change Order | 89474 | - | RT-50000987 | IT-50005216 | Approve | jennifer.seagraves | Implement - Project Manager
Change Order | 89474 | - | RT-50000987 | IT-50005212 | Approve | jennifer.seagraves | Accept - Buyer
Change Order | 89474 | - | RT-50000987 | IT-50005215 | Approve | jennifer.seagraves | Implement - SME
Change Order | 89474 | - | RT-50000987 | IT-50005213 | Approve | jennifer.seagraves | Accept - Supervisor, Quality Assurance
Change Order | 89474 | - | RT-50000987 | IT-50005218 |  | jennifer.seagraves | Implement - Change Owner
Change Order | 89474 | - | RT-50000987 | IT-50005221 |  | jennifer.seagraves | Implement - Change Writer
Change Order | 89474 | - | RT-50000987 | IT-50005220 |  | jennifer.seagraves | Implement - Configuration Manager
Change Order | 89474 | - | RT-50000987 | IT-50005217 |  | jennifer.seagraves | Implement - EM Supervisor
Change Order | 89474 | - | RT-50000987 | IT-50005219 | Approve | jennifer.seagraves | Implement - Planner / Buyer
Change Order | 91345 | - | RT-60004467 | IT-60023654 |  | jennifer.seagraves | Accept - Change Owner
Change Order | 91345 | - | RT-60004467 | IT-60023655 |  | jennifer.seagraves | Accept - Buyer
Change Order | 91345 | - | RT-60004466 | IT-60023653 | Approve | jennifer.seagraves | Approved - Configuration Manager
Change Order | 91345 | - | RT-60004466 | IT-60023652 | Approve | jennifer.seagraves | Approved - SQE (Complete DoC)
Change Order | 91345 | - | RT-60004466 | IT-60023651 | Approve | jennifer.seagraves | Approved - Originator
Change Order | 91345 | - | RT-60004466 | IT-60023650 | Approve | jennifer.seagraves | Approved - Regulatory
Change Order | 91619 | - | RT-20012263 | IT-20057769 | Approve | jennifer.butler | Approved - Originator
Change Order | 91619 | - | RT-20012263 | IT-20057770 | Approve | jennifer.butler | Approved - Configuration Mgr
Change Order | 91619 | - | RT-20012263 | IT-20057771 | Approve | jennifer.butler | Approved - Regulatory
Change Order | 91619 | - | RT-20012264 | IT-20057772 | Approve | jennifer.butler | Accept - Planned
Change Order | 91619 | - | RT-20012264 | IT-20057775 | Approve | jennifer.butler | Accept - Update TLC Effective Date
Change Order | 91619 | - | RT-20012264 | IT-20057773 | Approve | jennifer.butler | Accept - Change Owner
Change Order | 91619 | - | RT-20012264 | IT-20057776 |  | jennifer.butler | Implement - Change Owner
Change Order | 91619 | - | RT-20012264 | IT-20057774 | Approve | jennifer.butler | Accept - Production Chemistry Supervisor
Change Order | 91619 | - | RT-20012264 | IT-20057777 |  | jennifer.butler | Implement - Configuration Mgr.
Change Order | 91619 | - | RT-20012264 | IT-20057778 |  | jennifer.butler | Implement - SME
Change Order | 91563 | - | RT-60004277 | IT-60022571 | Approve | georgia.eierman | Approved - Configuration Mgr.
Change Order | 91563 | - | RT-60004277 | IT-60022570 | Approve | georgia.eierman | Approved - Originator
Change Order | 91563 | - | RT-60004277 | IT-60022569 | Approve | georgia.eierman | Approved - Regulatory
Change Order | 91563 | - | RT-60004278 | IT-60022575 |  | georgia.eierman | Implement - Product SME
Change Order | 91563 | - | RT-60004278 | IT-60022576 |  | georgia.eierman | Implement - Change Owner
Change Order | 91563 | - | RT-60004278 | IT-60022577 |  | georgia.eierman | Implement - Configuration Mgr.
Change Order | 91563 | - | RT-60004278 | IT-60022572 | Approve | georgia.eierman | Accept - Planned
Change Order | 91563 | - | RT-60004278 | IT-60022573 | Approve | georgia.eierman | Accept - Change Owner
Change Order | 91563 | - | RT-60004278 | IT-60022574 | Approve | georgia.eierman | Accept - Service Mgr.
Change Order | 90745 | - | RT-60005921 | IT-60032063 | Approve | kevin.bemis | Accept - Change Owner
Change Order | 90745 | - | RT-60005921 | IT-60032062 |  | kevin.bemis | Accept - Buyer
Change Order | 90745 | - | RT-60005920 | IT-60032060 | Approve | kevin.bemis | Approved - Configuration Mgr
Change Order | 90745 | - | RT-60005920 | IT-60032061 | Approve | kevin.bemis | Approved - Originator
Change Order | 90745 | - | RT-60005920 | IT-60032059 | Approve | kevin.bemis | Approved - SQE
Change Order | 90745 | - | RT-60005920 | IT-60032058 | Approve | kevin.bemis | Approved - Regulatory
Change Order | 91363 | - | RT-60005174 | IT-60027867 | Approve | amy.brown | Approved - Regulatory
Change Order | 91363 | - | RT-60005174 | IT-60027868 | Approve | amy.brown | Approved - Technical Content Drawing Approver
Change Order | 91363 | - | RT-60005174 | IT-60027866 | Approve | amy.brown | Approved - CAD Checker
Change Order | 91363 | - | RT-60005174 | IT-60027871 | Approve | amy.brown | Approved - Originator
Change Order | 91363 | - | RT-60005174 | IT-60027869 | Approve | amy.brown | Approved - Supplier Quality Engineering
Change Order | 91363 | - | RT-60005174 | IT-60027870 | Approve | amy.brown | Approved - Configuration Manager
Change Order | 91363 | - | RT-60005175 | IT-60027873 |  | amy.brown | Accept - Buyer
Change Order | 91363 | - | RT-60005175 | IT-60027874 |  | amy.brown | Accept - Supplier Quality Engineering / Primary Location Change
Change Order | 91363 | - | RT-60005175 | IT-60027872 |  | amy.brown | Accept - Change Owner
Change Order | 91096 | - | RT-60005171 | IT-60027840 | Approve | amy.brown | Approved - SQE
Change Order | 91096 | - | RT-60005171 | IT-60027842 | Approve | amy.brown | Approved - Regulatory
Change Order | 91096 | - | RT-60005171 | IT-60027841 | Approve | amy.brown | Approved - Graphics
Change Order | 91096 | - | RT-60005171 | IT-60027844 | Approve | amy.brown | Approved - Originator
Change Order | 91096 | - | RT-60005171 | IT-60027843 | Approve | amy.brown | Approved - Configuration Manager
Change Order | 91096 | - | RT-60005172 | IT-60027849 | Approve | amy.brown | Implement - Regulatory (Confirm change notification process has been finalized)
Change Order | 91096 | - | RT-60005172 | IT-60027846 | Approve | amy.brown | Accept - Change Owner
Change Order | 91096 | - | RT-60005172 | IT-60027848 | Approve | amy.brown | Implement - Project Manager
Change Order | 91096 | - | RT-60005172 | IT-60027847 |  | amy.brown | Implement - Change Owner
Change Order | 91096 | - | RT-60005172 | IT-60027845 | Approve | amy.brown | Accept - Buyer
Change Order | 91096 | - | RT-60005172 | IT-60027851 | Approve | amy.brown | Implement - DHF Implementer
Change Order | 91096 | - | RT-60005172 | IT-60027850 |  | amy.brown | Implement - Configuration Manager
Change Order | 91543 | - | RT-60005734 | IT-60030990 | Approve | janie.eskuri | Approved - SQE
Change Order | 91543 | - | RT-60005734 | IT-60030991 | Approve | janie.eskuri | Approved - Originator
Change Order | 91543 | - | RT-60005734 | IT-60030989 | Approve | janie.eskuri | Approved - Graphics
Change Order | 91543 | - | RT-60005734 | IT-60030992 | Approve | janie.eskuri | Approved - Regulatory
Change Order | 91543 | - | RT-60005734 | IT-60030993 | Approve | janie.eskuri | Approved - Configuration Mgr
Change Order | 91543 | - | RT-60005735 | IT-60030997 | Approve | janie.eskuri | Implement - Quality Associate
Change Order | 91543 | - | RT-60005735 | IT-60030995 | Approve | janie.eskuri | Accept - Change Owner
Change Order | 91543 | - | RT-60005735 | IT-60030996 |  | janie.eskuri | Implement - Project Mgr
Change Order | 91543 | - | RT-60005735 | IT-60030994 | Approve | janie.eskuri | Accept - Buyer
Change Order | 91543 | - | RT-60005735 | IT-60030999 |  | janie.eskuri | Implement - Change Owner
Change Order | 91543 | - | RT-60005735 | IT-60030998 | Approve | janie.eskuri | Implement - Subject Matter Expert
Change Order | 91543 | - | RT-60005735 | IT-60031000 |  | janie.eskuri | Implement - Configuration Mgr
Change Order | 90681 | - | RT-60004046 | IT-60021313 | Approve | janie.eskuri | Approved - Configuration Mgr
Change Order | 90681 | - | RT-60004046 | IT-60021312 | Approve | janie.eskuri | Approved - Graphics
Change Order | 90681 | - | RT-60004046 | IT-60021311 | Approve | janie.eskuri | Approved - Regulatory
Change Order | 90681 | - | RT-60004046 | IT-60021314 | Approve | janie.eskuri | Approved - Mach Fab Author/Owner
Change Order | 90681 | - | RT-60004046 | IT-60021315 | Approve | janie.eskuri | Approved - SQE
Change Order | 90681 | - | RT-60004046 | IT-60021317 | Approve | janie.eskuri | Approved - Originator
Change Order | 90681 | - | RT-60004046 | IT-60021316 | Approve | janie.eskuri | Approved - Training
Change Order | 90681 | - | RT-60004046 | IT-60021318 | Approve | janie.eskuri | Approved - CAD Checker
Change Order | 90681 | - | RT-60004046 | IT-60021319 | Approve | janie.eskuri | Approved - Post Market Engineering / Technical Content Drawing Approver
Change Order | 90681 | - | RT-60004047 | IT-60021323 |  | janie.eskuri | Implement - Project Mgr
Change Order | 90681 | - | RT-60004047 | IT-60021321 | Approve | janie.eskuri | Implement - Subject Matter Expert
Change Order | 90681 | - | RT-60004047 | IT-60021324 |  | janie.eskuri | Implement - Change Owner
Change Order | 90681 | - | RT-60004047 | IT-60021320 | Approve | janie.eskuri | Accept - Mach Fab Author/Owner
Change Order | 90681 | - | RT-60004047 | IT-60021322 |  | janie.eskuri | Implement - Configuration Mgr
Change Order | 90681 | - | RT-60004047 | IT-60021325 | Approve | janie.eskuri | Accept - Buyer
Change Order | 90681 | - | RT-60004047 | IT-60021328 | Approve | janie.eskuri | Accept - Machine Shop Supervisor
Change Order | 90681 | - | RT-60004047 | IT-60021327 | Approve | janie.eskuri | Accept - CDI Supervisor
Change Order | 90681 | - | RT-60004047 | IT-60021326 | Approve | janie.eskuri | Accept - Buyer
Change Order | 90681 | - | RT-60004047 | IT-60021332 | Approve | janie.eskuri | Accept - TLC Administrator / Update TLC Effective Date
Change Order | 90681 | - | RT-60004047 | IT-60021331 | Approve | janie.eskuri | Accept - Finance
Change Order | 90681 | - | RT-60004047 | IT-60021330 | Approve | janie.eskuri | Accept - Planned
Change Order | 90681 | - | RT-60004047 | IT-60021329 | Approve | janie.eskuri | Accept - Change Owner
